label,message,clean_text
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",number new mobiles from number must go txt nokia no number collect yours today from only number url optout number gbp mtmsg
ham,Would really appreciate if you call me. Just need someone to talk to.,would really appreciate if you call me just need someone talk
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",will u meet ur dream partner soon ur career off number flyng start number find out free txt horo followed by ur star sign e g horo aries
ham,Hey company elama po mudyadhu.,hey company elama po mudyadhu
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",life more strict than teacher bcoz teacher teaches lesson amp then conducts exam but life first conducts exam amp then teaches lessons happy morning
ham,Dear good morning now only i am up,dear good morning now only i am up
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,get down gandhipuram walk cross cut road right side lt gt street road turn first right
ham,Dear we are going to our rubber place,dear we going our rubber place
ham,"Sorry battery died, yeah I'm here",sorry battery died yeah i m here
ham,Yes:)here tv is always available in work place..,yes here tv always available work place
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,text meet someone sexy today u can find date even flirt its up u join number just p reply name age eg sam number number msg recd thirtyeight pence
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,i have printed it oh so lt gt come upstairs
ham,Or ill be a little closer like at the bus stop on the same street,ill be little closer like bus stop same street
ham,Where are you?when wil you reach here?,where you when wil you reach here
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory argument wins d situation but loses person so dont argue ur friends just kick them amp say i m always correct
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,u number have secret admirer who looking number make contact u find out who they r reveal who thinks ur so special call number
ham,Tomarrow final hearing on my laptop case so i cant.,tomarrow final hearing my laptop case so i cant
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,pleassssssseeeeee tel me v avent done sportsx
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",okay no no just shining that was meant be signing but that sounds better
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",although i told u dat i m into baig face watches now but i really like e watch u gave cos it s fr u thanx number everything dat u ve done today i m touched
ham,U don't remember that old commercial?,u don t remember that old commercial
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,too late i said i have website i didn t i have dont have slippers
ham,I asked you to call him now ok,i asked you call him now ok
ham,Kallis wont bat in 2nd innings.,kallis wont bat nd innings
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,it didnt work again oh ok goodnight then i ll fix have it ready by time you wake up you very dearly missed have good night sleep
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulations ur awarded number cd vouchers gift guaranteed free entry number number wkly draw txt music number tncs url
ham,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak min hold
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcums angry wid u dnt take it seriously coz being angry d most childish n true way showing deep affection care n luv kettoda manda have nice day da
ham,What you doing?how are you?,what you doing how you
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",ups which days also shipping company that takes wks other way usps which takes week but when it gets lag you may have bribe nipost get your stuff
ham,"I'm back, lemme know when you're ready",i m back lemme know when you re ready
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,don t necessarily expect it be done before you get back though because i m just now headin out
ham,Mmm so yummy babe ... Nice jolt to the suzy,mmm so yummy babe nice jolt suzy
ham,Where are you lover ? I need you ...,where you lover i need you
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,we tried contact you re your reply our offer video handset number anytime networks mins unlimited text camcorder reply call number now
ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?,i m parked next mini when you coming today do you think
ham,Yup,yup
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,anyway i m going shopping my own now cos my sis not done yet dun disturb u liao
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,my no luton number ring me if ur around h
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey i am really horny want chat see me naked text hot number text charged pm unsubscribe text stop number
ham,Why you Dint come with us.,why you dint come us
ham,Same. Wana plan a trip sometme then,same wana plan trip sometme then
ham,"Not sure yet, still trying to get a hold of him",not sure yet still trying get hold him
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ur ringtone service has changed number free credits go club mobiles com choose content now stop txt club stop number p wk club po box mk wt
ham,The evo. I just had to download flash. Jealous?,evo i just had download flash jealous
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,ringtone club get uk singles chart your mobile each week choose any top quality ringtone this message free charge
ham,"Come to mu, we're sorting out our narcotics situation",come mu we re sorting out our narcotics situation
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night has ended another day morning has come special way may you smile like sunny rays leaves your worries blue blue bay
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special number pounds genuine hmv vouchers be won just answer number easy questions play now send hmv number more info url
